id,source,title,text
http://arxiv.org/abs/cond-mat/0411491v1,paper,Depolarization field in thin ferroelectric films with account of   semiconductor electrodes,Within the framework of the phenomenological Ginzburg-Landau theory influence of semiconductor electrodes on the properties of thin ferroelectric films is considered. The contribution of the semiconductor electrodes with different Debye screening length of carriers is included in functional of free energy.   The influence of highly doped semiconductor electrodes on the depolarization field and the film properties was shown to be great.
http://arxiv.org/abs/cond-mat/0506762v1,paper,Energetic disorder at the metal/organic semiconductor interface,"The physics of organic semiconductors is dominated by the effects of energetic disorder. We show that image forces reduce the electrostatic component of the total energetic disorder near an interface with a metal electrode. Typically, the variance of energetic disorder is dramatically reduced at the first few layers of organic semiconductor molecules adjacent to the metal electrode. Implications for charge injection into organic semiconductors are discussed."
http://arxiv.org/abs/1909.09739v2,paper,Charge Transport in Semiconductors Assembled from Nanocrystals,"The potential of semiconductors assembled from nanocrystals (NC semiconductors) has been demonstrated for a broad array of electronic and optoelectronic devices, including transistors, light emitting diodes, solar cells, photodetectors, thermoelectrics, and phase charge memory cells. Despite the commercial success of nanocrystals as optical absorbers and emitters, applications involving charge transport through NC semiconductors have eluded exploitation due to the inability for predictive control of their electronic properties. Here, we perform large-scale, ab-initio simulations to understand carrier transport, generation, and trapping in NC-based semiconductors from first principles. We use these findings to build the first predictive model for charge transport in NC semiconductors, which we validate experimentally. Our work reveals that we have been thinking about transport in NC semiconductors incorrectly. Our new insights provide a path for systematic engineering of NC semiconductors, which in fact offer previously unexplored opportunities for tunability not achievable in other semiconductor systems."
http://arxiv.org/abs/2306.05040v1,paper,Highly spin-polarized carriers and strong ferromagnetism in doped   perovskite antiferromagnetic semiconductors,"In semiconductor spintronics, the generation of highly spin-polarized carriers and the efficient probe of spin order (due to strong ferromagnetism) -- at or above room temperature -- are crucial because it allows for the design of spin-based semiconductor devices. Usually, such goals were fulfilled in room-temperature ferromagnetic semiconductors, being rare materials in nature. While room-temperature antiferromagnetic semiconductors are plentiful, the possibility for creating highly spin-polarized carriers and strong ferromagnetism in these materials remain to be unraveled. Here, we explore such a possibility by first-principles simulations, working with CaTcO$_3$ and NaOsO$_3$ perovskites -- being room-temperature antiferromagnetic semiconductors. We find that doping them by electrons or holes results in these materials to be highly spin-polarized, carrying enormous ferromagnetic moments. Doping electrons with moderate carrier density can yield strong ferromagnetism in them, with the ferromagnetic moments being comparable to that in typical ferromagnetic semiconductors. Our work thus indicates the merit of perovskite antiferromagnetic semiconductors in spintronics -- for a possible replacement of ferromagnetic semiconductors."
http://arxiv.org/abs/2108.10172v2,paper,An improved model for describing the net carrier recombination rate in   semiconductor devices,"Carrier recombination is a process that significantly influences the performance of semiconductor devices such as solar cells, photodiodes, and light-emitting diodes (LEDs). Therefore, a model that can accurately describe and quantify the net carrier recombination rate in semiconductor devices is important in order to further improve the performance of relevant semiconductor devices. The conventional model for describing the net carrier recombination rate is derived based on the condition that there is no electric current in the considered semiconductor, which is true only when the semiconductor is not part of a semiconductor device, and hence is not connected to an external circuit. The conventional model is adopted and used for describing the net carrier recombination rate in semiconductors that are part of devices (i.e. in semiconductor devices). In this paper, we derive and propose a new model for describing the net carrier recombination rate in semiconductor devices. The newly proposed model is an improvement to the currently used model by considering the fact that electric current can flow in the semiconducting materials of semiconductor devices. We validate the proposed recombination model and show that the use of the proposed model can be crucial for modeling and analyzing the performance of optoelectronic devices such as solar cells and LEDs."
http://arxiv.org/abs/2004.12313v1,paper,Graphene-Semiconductor Contact,"A systematic treatment of graphene-semiconductor junction is presented. Finite density of states at the Fermi level of graphene leads to exotic electronic properties at graphene-semiconductor interface. Quite generally, the Schottky-Mott limit and the sum rule of barrier heights are violated due to the internal potential of graphene. By merging the principal characteristics of semiconductor-semiconductor and metal-semiconductor junctions, the graphene-semiconductor contact may be considered as an archetype of unprecedented \emph{semimetal-semiconductor junction}. Generalized interface equations disclose the coupling of junction characteristics with the density of charge carriers in graphene. It will be shown that the well-known effect of tunable barrier height is directly related to the junction capacitance. Furthermore, the relative impact of image-force effect in the presence of barrier tunability is investigated. Experimental methods to gain built-in potential, barrier height, and capacitance of the junction are discussed in detail. Also the development of strong inversion layer at the interface of graphene-silicon samples is uncovered by analyzing experimental data."
http://arxiv.org/abs/2404.08117v1,paper,Two-dimensional Semiconductor Computational Carrier Mobility Genome,"Two-dimensional (2D) crystalline semiconductors hold promise for next-generation electronic devices due to its atomical thickness and consequent properties. Despite years of search, literature-reported 2D semiconductors commonly suffered from low room-temperature charge mobility (< 200 cm2V-1s-1), due to the dimensionality-increased 'density of scattering', undesirable defects during fabrication and/or strong electron-phonon scattering. Therefore, understanding charge scatterings in 2D semiconductors via computational tools and discovering new 2D semiconductors with high mobility (> 1000 cm2V-1s-1) are both desirable. Here we review the accurate ab initio approaches for electron-phonon/defect/boundary scattering developed these years, and the efforts made in high-mobility 2D semiconductor high throughput screening. Starting from these studies, the common genome of high-mobility 2D semiconductor are summarized and discussed, which would contribute to further discovering of high mobility in 2D semiconductors."
http://arxiv.org/abs/2503.15782v1,paper,High-throughput Discovery of Anti-gap Semiconductors,"Conventional semiconductors typically have bonding states near the valence band maximum (VBM) and antibonding states near the conduction band minimum (CBM). Semiconductors with the opposite electronic configuration, namely an antibonding VBM and a bonding CBM, are here termed ``anti-gap semiconductors"". They have been theoretically proposed to exhibit excellent optoelectronic properties because of their strong tolerance to defects. However, no anti-gap semiconductors have been identified so far, despite a known list of semiconductors with an antibonding VBM. Here, we use high-throughput computation to identify over 100 anti-gap semiconductors. From this group, we analyze the transition metal dichalcogenide MX$_2$ (M=Hf, Zr; X=S, Se) family in detail. In addition to verifying their defect tolerance for both electrons and holes using first-principles simulations, we also discovered that photoexcitation of charge carriers can lead to significant lattice stiffening and increased thermal conductivity in anti-gap semiconductors, which can be potentially used as photo-driven thermal switches. Our work analyzes the formation of the anti-gap electronic structure and showcases their unusual photoinduced lattice dynamics that can have a potential impact on their photophysical applications."
http://arxiv.org/abs/cond-mat/0202377v1,paper,Interlayer Exchange Coupling in Semiconductor Magnetic/Nonmagnetic   Superlattices,"The interlayer spin correlations in the magnetic/non-magnetic semiconductor superlattices are reviewed. The experimental evidences of interlayer exchange coupling in different all-semiconductor structures, based on neutronographic and magnetic studies, are presented. A tight-binding model is used to explain interaction transfer across the non-magnetic block without the assistance of carriers in ferromagnetic EuS/PbS and antiferromagnetic EuTe/PbTe systems."
http://arxiv.org/abs/cond-mat/0203080v1,paper,Ferromagnetism in Diluted Magnetic Semiconductor Heterojunction Systems,"Diluted magnetic semiconductors (DMSs), in which magnetic elements are substituted for a small fraction of host elements in a semiconductor lattice, can become ferromagnetic when doped. In this article we discuss the physics of DMS ferromagnetism in systems with semiconductor heterojunctions. We focus on the mechanism that cause magnetic and magnetoresistive properties to depend on doping profiles, defect distributions, gate voltage, and other system parameters that can in principle be engineered to yield desired results."
http://arxiv.org/abs/cond-mat/0203285v1,paper,Ferromagnetic imprinting of spin polarization in a semiconductor,"We present a theory of the imprinting of the electron spin coherence and population in an n-doped semiconductor which forms a junction with a ferromagnet. The reflection of non-equilibrium semiconductor electrons at the interface provides a mechanism to manipulate the spin polarization vector. In the case of unpolarized excitation, this ballistic effect produces spontaneous electron spin coherence and nuclear polarization in the semiconductor, as recently observed by time-resolved Faraday rotation experiments. We investigate the dependence of the spin reflection on the Schottky barrier height and the doping concentration in the semiconductor and suggest control mechanisms for possible device applications."
http://arxiv.org/abs/cond-mat/0212133v2,paper,Electron space charge effect on spin injection into semiconductors,"We consider spin polarized transport in a ferromagnet-insulator/semiconductor/insulator-ferromagnet (F1-I-S-I-F2) junction. We find that the spin current is strongly dependent on the spin configurations, the doping and space charge distribution in the semiconductor. When the ferromagnet-semiconductor interface resistance is comparable to the semiconductor resistance, the magnetoresistance ratio of this junction can be greatly enhanced under appropriate doping when the space charge effect in the nonequilibrium transport processes is taken into consideration."
http://arxiv.org/abs/cond-mat/0505146v1,paper,Ab initio calculation of intrinsic spin Hall effect in semiconductors,"Relativistic band theoretical calculations reveal that intrinsic spin Hall conductivity in hole-doped archetypical semiconductors Ge, GaAs and AlAs is large $[\sim 100 (\hbar/e)(\Omega cm)^{-1}]$, showing the possibility of spin Hall effect beyond the four band Luttinger Hamiltonian. The calculated orbital-angular-momentum (orbital) Hall conductivity is one order of magnitude smaller, indicating no cancellation between the spin and orbital Hall effects in bulk semiconductors. Furthermore, it is found that the spin Hall effect can be strongly manipulated by strains, and that the $ac$ spin Hall conductivity in the semiconductors is large in pure as well as doped semiconductors."
http://arxiv.org/abs/cond-mat/0506625v1,paper,Complete spin extraction from semiconductors near   ferromagnet-semiconductor interfaces,We show that spin polarization of electrons in nonmagnetic semiconductors near specially tailored ferromagnet-semiconductor junctions can achieve 100%. This effect is realized even at moderate spin injection coefficients of the contact when these coefficients only weakly depend on the current. The effect of complete spin extraction occurs at relatively strong electric fields and arises from a reduction of spin penetration length due to the drift of electrons from a semiconductor towards the spin-selective tunnel junction.
http://arxiv.org/abs/cond-mat/0609599v1,paper,Complete spin polarization of degenerate electrons in semiconductors   near ferromagnetic contacts,We show that spin polarization of electron density in nonmagnetic degenerate semiconductors can achieve 100%. This effect is realized in ferromagnet-semiconductor $FM-n^{+}$-$n$ junctions even at moderate spin selectivity of the $FM-n^{+}$ contact when the electrons are extracted from the heavily doped $n^{+}-$semiconductor into the ferromagnet. We derived a general equation relating spin polarization of the current to that of the electron density in nonmagnetic semiconductors. We found that the effect of the complete spin polarization is achieved near $n^{+}$-$n$ interface when an effective diffusion coefficient goes to zero in this region while the diffusion current remains finite.
http://arxiv.org/abs/cond-mat/0701678v2,paper,Spin blockade at semiconductor/ferromagnet junctions,"We study theoretically extraction of spin-polarized electrons at nonmagnetic semiconductor/ferromagnet junctions. The outflow of majority spin electrons from the semiconductor into the ferromagnet leaves a cloud of minority spin electrons in the semiconductor region near the junction, forming a local spin-dipole configuration at the semiconductor/ferromagnet interface. This minority spin cloud can limit the majority spin current through the junction creating a pronounced spin-blockade at a critical current. We calculate the critical spin-blockade current in both planar and cylindrical geometries and discuss possible experimental tests of our predictions."
http://arxiv.org/abs/0801.0145v1,paper,Lecture Notes on Semiconductor Spintronics,"These informal lecture notes describe the progress in semiconductor spintronics in a historic perspective as well as in a comparison to achievements of spintronics of ferromagnetic metals. After outlining motivations behind spintronic research, selected results of investigations on three groups of materials are presented. These include non-magnetic semiconductors, hybrid structures involving semiconductors and ferromagnetic metals, and diluted magnetic semiconductors either in paramagnetic or ferromagnetic phase. Particular attention is paid to the hole-controlled ferromagnetic systems whose thermodynamic, micromagnetic, transport, and optical properties are described in detail together with relevant theoretical models."
http://arxiv.org/abs/0811.2968v1,paper,Semiconductor-based superlens for sub-wavelength resolution below the   dif-fraction limit at extreme ultraviolet frequencies,"We theoretically demonstrate negative refraction and sub-wavelength resolution below the diffraction limit in the UV and extreme UV ranges using semiconductors. The metal-like re-sponse of typical semiconductors such as GaAs or GaP makes it possible to achieve negative refraction and super-guiding in resonant semiconductor/dielectric multilayer stacks, similar to what has been demonstrated in metallo-dielectric photonic band gap structures. The exploita-tion of this basic property in semiconductors raises the possibility of new, yet-untapped ap-plications in the UV and soft x-ray ranges."
http://arxiv.org/abs/1202.5771v1,paper,A unique metal-semiconductor interface and resultant electron transfer   phenomenon,"An unusual electron transfer phenomenon has been identified from an n-type semiconductor to Schottky metal particles, the result of a unique metal semiconductor interface that results when the metal particles are grown from the semiconductor substrate. The unique interface acts as a one-way (rectifying) open gateway and was first identified in reduced rutile polycrystalline titanium dioxide (an n-type semiconductor) to Group VIII (noble) metal particles. The interface significantly affects the Schottky barrier height resulting in electron transfer to the metal particles from the reduced rutile titanium dioxide (TiO2) based on their respective work functions. The result is a negative charge on the metal particles which is of sufficient magnitude and duration to provide cathodic protection of the metal particles from surface oxidation."
http://arxiv.org/abs/1208.0201v1,paper,Electrowetting on a semiconductor,We report electrowetting on a semiconductor using of a mercury droplet resting on a silicon surface. The effect is demonstrated using commercial n-type and p-type single-crystal (100) silicon wafers of different doping levels. The electrowetting is reversible - the voltage-dependent wetting contact angle variation of the mercury droplet is observed to depend on both the underlying semiconductor doping density and type. The electrowetting behaviour is explained by the voltage-dependent modulation of the space-charge capacitance at the metal-semiconductor junction - current-voltage and capacitance-voltage-frequency measurements indicate this to be the case. A model combining the metal-semiconductor junction capacitance and the Young-Lippmann electrowetting equation agrees well with the observations.
http://arxiv.org/abs/1308.0253v3,paper,Half-Semiconductor antiferromagnets and Spin-Gapless-Semiconductor   antiferromagnets,"We propose a concept of half-semiconductor antiferromagnets in which both spin-polarized valence and conduction bands belong to the same spin channel with completely compensated spontaneous magnetization. Using density functional theory plus Hubbard U (DFT+U) methods, we find a viable approach to achieve the half-semiconductor antiferromagnets through the transition metal (TM) Fe and Cr codoped boron nitride(BN) sheet. Moreover, spin gapless semiconductor antiferromagnets with zero magnetic moment are also achieved in such systems."
http://arxiv.org/abs/1710.08071v1,paper,High-order harmonic generation of doped semiconductor,"We investigate the high-order harmonic generation (HHG) in doped semiconductors. The HHG is simulated with the single-electron time-dependent Schr\""{o}dinger equation (TDSE). The results show that the high-order harmonics in the second plateau generated from the doped semiconductors is about 1 to 3 orders of magnitude higher than those from the undoped semiconductor. The results are explained based on the analysis of the energy band structure and the time-dependent population imaging. Our work indicates that doping can effectively control the HHG in semiconductor."
http://arxiv.org/abs/1302.3259v1,paper,Interband Tunneling in 2D Crystal Semiconductors,"Interband quantum tunneling of electrons in semiconductors is of intense recent interest as the underlying transport mechanism in tunneling field-effect transistors. Such transistors can potentially perform electronic switching with lower energy than their conventional counterparts. The recent emergence of 2-dimensional semiconducting crystals provides a new material platform for realizing such devices. In this work, we derive an analytical expression for understanding tunneling current flow in 2D crystal semiconductors. We apply the results to a range of 2D crystal semiconductors, and compare it with tunneling currents in 3D semiconductors. We also discuss the implications for tunneling devices."
http://arxiv.org/abs/2006.12286v1,paper,Derivation of analytical expressions for optical gain coefficient in   bulk semiconductors,An analytical model is proposed to determine the expressions of the semiconductor optical gain coefficient by using the special functions. These expressions differ from the standard numerical calculations approaches and they involve sums of the polylogarithm and incomplete gamma functions. One of the calculation results presented here reproduces formulae developed in the study. The new formulae obtained here provide a sufficient way to calculate the semiconductor optical gain on the total carrier density and temperature in the semiconductor lasers. The obtained analytical expression gives an accurate and precise evaluation of the semiconductor gain function. The performance of the proposed formula is confirmed by its implementation of the different values of the parameter. The sufficiency obtained results of this approach was confirmed by the other literature data.
http://arxiv.org/abs/2010.13775v1,paper,A perspective on semiconductor-based superconducting qubits,"Following the demonstration of semiconductor-based Josephson junctions which are fully tuneable by electrical means, new routes have been opened for the study of hybrid semiconductor-superconductor qubits. These include semiconductor-based transmon qubits, single-spin Andreev qubits, and fault-tolerant topological qubits based on Majorana zero modes. In this perspective, we review recent progress in the path towards such novel qubit designs. After a short introduction and a brief digression about the historical roadmap that has led to the experimental state-of-the art, the emphasis is placed on superconducting qubits based on semiconductor nanowires"
http://arxiv.org/abs/cond-mat/9912192v1,paper,Spin diffusion in doped semiconductors,"The behavior of spin diffusion in doped semiconductors is shown to be qualitatively different than in undoped (intrinsic) ones. Whereas a spin packet in an intrinsic semiconductor must be a multiple-band disturbance, involving inhomogeneous distributions of both electrons and holes, in a doped semiconductor a single-band disturbance is possible. For n-doped nonmagnetic semiconductors the enhancement of diffusion due to a degenerate electron sea in the conduction band is much larger for these single-band spin packets than for charge packets, and can exceed an order of magnitude at low temperatures even for equilibrium dopings as small as 10^16 cm^-3. In n-doped ferromagnetic and semimagnetic semiconductors the motion of spin packets polarized antiparallel to the equilibrium carrier spin polarization is predicted to be an order of magnitude faster than for parallel polarized spin packets. These results are reversed for p-doped semiconductors."
http://arxiv.org/abs/cond-mat/0506441v1,paper,Theory of spin-polarized transport in ferromagnet-semiconductor   structures: Unified description of ballistic and diffusive transport,"A theory of spin-polarized electron transport in ferromagnet-semiconductor heterostructures, based on a unified semiclassical description of ballistic and diffusive transport in semiconductors, is outlined. The aim is to provide a framework for studying the interplay of spin relaxation and transport mechanism in spintronic devices. Transport inside the (nondegenerate) semiconductor is described in terms of a thermoballistic current, in which electrons move ballistically in the electric field arising from internal and external electrostatic potentials, and are thermalized at randomly distributed equilibration points. Spin relaxation is allowed to take place during the ballistic motion. For arbitrary potential profile and arbitrary values of the momentum and spin relaxation lengths, an integral equation for a spin transport function determining the spin polarization in the semiconductor is derived. For field-driven transport in a homogeneous semiconductor, the integral equation can be converted into a second-order differential equation that generalizes the spin drift-diffusion equation. The spin-polarization in ferromagnet semiconductor structures is obtained by matching the spin-resolved chemical potentials at the interfaces, with allowance for spin-selective interface resistances. Illustrative examples are considered."
http://arxiv.org/abs/1005.2315v1,paper,D- shallow donor near a semiconductor-metal and a   semiconductor-dielectric interface,"The ground state energy and the extend of the wavefunction of a negatively charged donor (D-) located near a semiconductor-metal or a semiconductor-dielectric interface is obtained. We apply the effective mass approximation and use a variational two-electron wavefunction that takes into account the influence of all image charges that arise due to the presence of the interface, as well as the correlation between the two electrons bound to the donor. For a semiconductor-metal interface, the D- binding energy is enhanced for donor positions d>1.5a_B (a_B is the effective Bohr radius) due to the additional attraction of the electrons with their images. When the donor approaches the interface (i.e. d<1.5a_B) the D- binding energy drops and eventually it becomes unbound. For a semiconductor-dielectric (or a semiconductor-vacuum) interface the D- binding energy is reduced for any donor position as compared to the bulk case and the system becomes rapidly unbound when the donor approaches the interface."
http://arxiv.org/abs/1511.00417v1,paper,On the modeling and simulation of reaction-transfer dynamics in   semiconductor-electrolyte solar cells,"The mathematical modeling and numerical simulation of semiconductor-electrolyte systems play important roles in the design of high-performance semiconductor-liquid junction solar cells. In this work, we propose a macroscopic mathematical model, a system of nonlinear partial differential equations, for the complete description of charge transfer dynamics in such systems. The model consists of a reaction-drift-diffusion-Poisson system that models the transport of electrons and holes in the semiconductor region and an equivalent system that describes the transport of reductants and oxidants, as well as other charged species, in the electrolyte region. The coupling between the semiconductor and the electrolyte is modeled through a set of interfacial reaction and current balance conditions. We present some numerical simulations to illustrate the quantitative behavior of the semiconductor-electrolyte system in both dark and illuminated environments. We show numerically that one can replace the electrolyte region in the system with a Schottky contact only when the bulk reductant-oxidant pair density is extremely high. Otherwise, such replacement gives significantly inaccurate description of the real dynamics of the semiconductor-electrolyte system."
http://arxiv.org/abs/1604.04353v3,paper,Quantum effects in the thermoelectric power factor of low-dimensional   semiconductors,"We theoretically investigate the interplay between the confinement length $L$ and the thermal de Broglie wavelength $\Lambda$ to optimize the thermoelectric power factor of semiconducting materials. An analytical formula for the power factor is derived based on the one-band model assuming nondegenerate semiconductors to describe quantum effects on the power factor of the low dimensional semiconductors. The power factor is enhanced for one- and two-dimensional semiconductors when $L$ is smaller than $\Lambda$ of the semiconductors. In this case, the low-dimensional semiconductors having $L$ smaller than their $\Lambda$ will give a better thermoelectric performance compared to their bulk counterpart. On the other hand, when $L$ is larger than $\Lambda$, bulk semiconductors may give a higher power factor compared to the lower dimensional ones."
http://arxiv.org/abs/2110.06586v1,paper,Selective hydrogenation improves interface properties of high-k   dielectrics on 2D semiconductors,"The integration of high-k dielectrics with two-dimensional (2D) semiconductors is a critical step towards high-performance nanoelectronics, which however remains challenging due to high density of interface states and the damage to the monolayer 2D semiconductors. In this study, we propose a selective hydrogenation strategy to improve the interface properties while do not affect the 2D semiconductors. Using the interface of monolayer MoS2 and silicon nitride as an example, we show substantially improved interface properties for electronic applications after the interfacial hydrogenation, as evidenced by reduced inhomogeneous charge redistribution, increased band offset, and untouched electronic properties of MoS2. Interestingly, this hydrogenation process selectively occurs only at the silicon nitride surface and is compatible with the current semiconductor fabrication process. We further show that this strategy is general and applicable to other interfaces between high-k dielectrics and 2D semiconductors such as HfO2 on the monolayer MoS2. Our results demonstrate a simple yet viable way to improve the interfacial properties for integrating many high-k dielectrics on a broad range of two-dimensional transition metal disulfide semiconductors."
http://arxiv.org/abs/2003.09807v1,paper,Gate-Tunable Semiconductor Heterojunctions from 2D/3D van der Waals   Interfaces,"Van der Waals (vdW) semiconductors are attractive for highly scaled devices and heterogeneous integration since they can be isolated into self-passivated, two-dimensional (2D) layers that enable superior electrostatic control. These attributes have led to numerous demonstrations of field-effect devices ranging from transistors to triodes. By exploiting the controlled, substitutional doping schemes in covalently-bonded, three-dimensional (3D) semiconductors and the passivated surfaces of 2D semiconductors, one can construct devices that can exceed performance metrics of 'all-2D' vdW heterojunctions. Here, we demonstrate, 2D/3D semiconductor heterojunctions using MoS2 as the prototypical 2D semiconductor laid upon Si and GaN as the 3D semiconductor layers. By tuning the Fermi levels in MoS2, we demonstrate devices that concurrently exhibit over seven orders of magnitude modulation in rectification ratios and conductance. Our results further suggest that the interface quality does not necessarily affect Fermi-level tuning at the junction opening up possibilities for novel 2D/3D heterojunction device architectures."
http://arxiv.org/abs/2005.03235v1,paper,Description of interface between semiconductor electrostatic qubit and   Josephson junction in tight binding model,"The interface between superconducting Josephson junction and semiconductor position-based qubit implemented in coupled semiconductor q-dots is described such that it can be the base for electrostatic interface between superconducting and semiconductor quantum computer. Modification of Andreev Bound State in Josephson junction by the presence of semiconductor qubit in its proximity and electrostatic interaction with superconducting qubit is spotted by the minimalist tight-binding model. The obtained analytical results allow in creating interface between semiconductor quantum computer and superconducting quantum computer. They open the perspective of construction of QISKIT like software that will describe both types of quantum computers as well as their interface.   Key words: electrostatic entanglement, interface between semiconductor and superconducting quantum computer, tight-binding BdGe equations, analytical solutions, topological states of matter, hybrid quantum computer"
